name,price,mileage,transmission,range_km,fuel,city,road_accident,link
Volkswagen Polo 2007,4 600 $,280 тис. км,Ручна / Механіка,,"Дизель, 1.42 л",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_polo_40038671.html
Новий Volkswagen Caravelle 2026,66 980 $,Без пробігу,Автомат,,"Дизель, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-caravelle-2074047.html
Новий Volkswagen Tayron 2025,56 895 $,Без пробігу,Роботизована,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2060437.html
Новий Volkswagen Tiguan 2026,49 258 $,Без пробігу,Роботизована,,"Дизель, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tiguan-2069551.html
Chevrolet Aveo 2011,5 885 $,150 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.5 л",Ізмаїл,Не був у ДТП,https://auto.ria.com/uk/auto_chevrolet_aveo_39929546.html
Новий Opel Grandland 2025,37 385 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-opel-grandland-2071633.html
Новий Citroen Jumper 2026,36 564 $,Без пробігу,Механічна,,"Дизель, 2.2 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-jumper-2070250.html
Новий Citroen C5 Aircross 2026,32 750 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c5-aircross-2063680.html
Новий Citroen C4 2025,26 867 $,Без пробігу,Автомат,,"Бензин, 1.2 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c4-2062505.html
Новий Peugeot 408 2025,34 943 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-408-2050605.html
Новий Peugeot 3008 2025,38 383 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-3008-2059754.html
Новий Ford Kuga 2025,34 352 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-kuga-2056657.html
Новий Ford Ranger 2025,57 968 $,Без пробігу,Автомат,,"Дизель, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-ranger-2046175.html
Kia Sportage 2016,14 300 $,170 тис. км,Автомат,,"Газ/Бензин, 2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_kia_sportage_40038585.html
Peugeot 308 2008,5 500 $,291 тис. км,Автомат,,"Бензин, 1.6 л",Сміла,Не був у ДТП,https://auto.ria.com/uk/auto_peugeot_308_39942243.html
Toyota Camry 2009,10 999 $,95 тис. км,Ручна / Механіка,,"Бензин, 2.36 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_camry_40038564.html
Новий Honda Civic 2024,39 055 $,Без пробігу,Варіатор,,"Бензин, 2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-honda-civic-2063672.html
Новий Honda HR-V 2024,38 342 $,Без пробігу,Варіатор,,"Гібрид (HEV), 1.5 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-honda-hr-v-2027193.html
Новий Changan Uni-K 2023,26 750 $,Без пробігу,Автомат,,"Бензин, 2 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-changan-uni-k-2033567.html
Новий Subaru Outback 2025,47 030 $,Без пробігу,Варіатор,,"Бензин, 2.5 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-subaru-outback-2072807.html
Audi A6 Allroad 2016,21 500 $,273 тис. км,Автомат,,"Дизель, 3 л",Свалява,Не був у ДТП,https://auto.ria.com/uk/auto_audi_a6-allroad_40038535.html
Новий Mazda CX-30 2026,34 708 $,Без пробігу,Автомат,,"Бензин, 2 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mazda-cx-30-2061524.html
Opel Vectra 2006,1 800 $,224 тис. км,Автомат,,"Газ/Бензин, 2.2 л",Харків,Був у ДТП,https://auto.ria.com/uk/auto_opel_vectra_40038469.html
Mercedes-Benz E-Class 2016,20 500 $,160 тис. км,Автомат,,"Бензин, 3 л",Миколаїв (Миколаївська),Був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_e-class_39505859.html
Geely Emgrand 7 (EC7) 2013,2 650 $,202 тис. км,Автомат,,"Газ/Бензин, 1.79 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_geely_emgrand-7-ec7_40038419.html
Новий Mazda CX-5 2026,31 730 $,Без пробігу,Автомат,,"Бензин, 2 л",Кривий Ріг,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mazda-cx-5-2066594.html
Новий Mitsubishi Eclipse Cross 2025,27 909 $,Без пробігу,Варіатор,,"Бензин, 1.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-eclipse-cross-2021584.html
Opel Vectra 1989,1 500 $,248 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.6 л",Полтава,Не був у ДТП,https://auto.ria.com/uk/auto_opel_vectra_40038210.html
MAN 14.163 2001,45 000 $,Без пробігу,Не вказано,,Не вказано,Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/auto_man_14-163_39946358.html
Skoda Octavia 2013,11 900 $,240 тис. км,Автомат,,"Дизель, 2 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_skoda_octavia_39571236.html
BMW 3 Series 2001,3 200 $,357 тис. км,Ручна / Механіка,,"Дизель, 2 л",Ковель,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_3-series_40038141.html
BYD Han 2022,27 000 $,41 тис. км,,Не вказано,"Електро, 85.4 кВт·год",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_byd_han_39940425.html
Skoda Fabia 2001,3 167 $,206 тис. км,Ручна / Механіка,,"Бензин, 1.4 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_skoda_fabia_40038112.html
Audi Q5 2013,13 827 $,193 тис. км,Автомат,,"Бензин, 1.98 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q5_40038111.html
Krone SDP 27 2022,18 500 $,Без пробігу,Не вказано,,Не вказано,Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_krone_sdp-27_39865241.html
Audi A4 2016,17 300 $,103 тис. км,Автомат,,"Бензин, 1.98 л",Дніпро (Дніпропетровськ),Був у ДТП,https://auto.ria.com/uk/auto_audi_a4_40037942.html
Mazda 3 2014,12 900 $,85 тис. км,Автомат,,"Бензин, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mazda_3_40036654.html
BMW X1 2023,41 900 $,40 тис. км,Автомат,,"Бензин, 2 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_bmw_x1_39941419.html
ВАЗ / Lada 1119 Калина 2007,1 450 $,133 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_vaz-lada_1119-kalina_39896187.html
Ford Mondeo 2011,4 600 $,545 тис. км,Ручна / Механіка,,"Бензин, 2 л",Павлоград,Не був у ДТП,https://auto.ria.com/uk/auto_ford_mondeo_39928997.html
Volkswagen Transporter 2010,7 200 $,485 тис. км,Автомат,,"Дизель, 2 л",Біла Церква,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_39910045.html
BRP GTX 2022,14 900 $,57 тис. км,Не вказано,,Бензин,Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_brp_gtx_40037681.html
Audi Q5 2020,28 999 $,271 тис. км,Автомат,,"Дизель, 2 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q5_38630786.html
Audi e-tron 2020,24 999 $,148 тис. км,,350 км,Електро,Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_audi_e-tron_40037459.html
Subaru Legacy 2009,6 333 $,225 тис. км,Ручна / Механіка,,"Дизель, 2 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_subaru_legacy_39475417.html
Volkswagen Golf 2005,4 900 $,270 тис. км,Автомат,,"Бензин, 1.6 л",Дунаївці,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_golf_40037392.html
Renault Master 2014,14 350 $,460 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Кіцмань,Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_38370047.html
Peugeot 605 1995,1 750 $,199 тис. км,Автомат,,"Газ/Бензин, 2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_peugeot_605_40037237.html
Kia Sportage 2017,16 500 $,185 тис. км,Автомат,,"Дизель, 1.69 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_kia_sportage_40037109.html
Chevrolet Aveo 2008,3 399 $,130 тис. км,Ручна / Механіка,,"Бензин, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_chevrolet_aveo_39933887.html
Citroen Jumpy 2000,900 $,220 тис. км,Ручна / Механіка,,"Дизель, 2 л",Збараж,Не був у ДТП,https://auto.ria.com/uk/auto_citroen_jumpy_40036966.html
Toyota Land Cruiser 2021,69 226 $,68 тис. км,Автомат,,"Бензин, 3.45 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_land-cruiser_39928912.html
Renault Trafic 2008,11 850 $,125 тис. км,Автомат,,Дизель,Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_trafic_40036955.html
Geely Emgrand 7 (EC7) 2014,4 300 $,165 тис. км,Ручна / Механіка,,"Бензин, 1.79 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_geely_emgrand-7-ec7_40036894.html
Skoda Fabia 2012,7 850 $,170 тис. км,Автомат,,"Бензин, 1.4 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_skoda_fabia_40036870.html
Mazda 6 2015,10 999 $,158 тис. км,Автомат,,"Дизель, 2.2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mazda_6_40013660.html
Audi A6 2009,7 500 $,233 тис. км,Автомат,,"Бензин, 2.8 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_audi_a6_40036803.html
Mazda 5 2011,6 750 $,203 тис. км,Ручна / Механіка,,"Бензин, 2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mazda_5_40013687.html
Renault Logan 2020,7 480 $,72 тис. км,Ручна / Механіка,,"Дизель, 1.46 л",Охтирка,Не був у ДТП,https://auto.ria.com/uk/auto_renault_logan_40036785.html
Nissan Leaf 2013,6 900 $,62 тис. км,,130 км,"Електро, 24 кВт·год",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_leaf_39853415.html
Kia Sportage 2012,10 980 $,156 тис. км,Автомат,,"Бензин, 2 л",Охтирка,Не був у ДТП,https://auto.ria.com/uk/auto_kia_sportage_40036708.html
Daewoo Lanos 2008,2 800 $,113 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_daewoo_lanos_40036683.html
Kia Sportage 2017,17 999 $,147 тис. км,Автомат,,"Дизель, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_kia_sportage_40036569.html
Mazda 3 2004,3 300 $,280 тис. км,Ручна / Механіка,,"Дизель, 1.6 л",Виноградів,Не був у ДТП,https://auto.ria.com/uk/auto_mazda_3_36060170.html
Renault Megane 2007,4 450 $,278 тис. км,Ручна / Механіка,,Дизель,Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_megane_40033788.html
Volkswagen Golf 2007,6 400 $,198 тис. км,Ручна / Механіка,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_golf_39886015.html
BMW 5 Series 1999,6 400 $,330 тис. км,Ручна / Механіка,,"Бензин, 2 л",Чернівці (Чернівецька),Не був у ДТП,https://auto.ria.com/uk/auto_bmw_5-series_40036374.html
Mitsubishi Pajero Wagon 2017,24 000 $,140 тис. км,Автомат,,"Дизель, 3.2 л",Чернівці (Чернівецька),Не був у ДТП,https://auto.ria.com/uk/auto_mitsubishi_pajero-wagon_37550390.html
Новий Renault Duster 2026,26 180 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-renault-duster-2073995.html
Volkswagen Crafter 2021,19 750 $,247 тис. км,Ручна / Механіка,,"Дизель, 1.97 л",Ковель,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_crafter_40036228.html
Citroen C4 2011,7 100 $,265 тис. км,Автомат,,"Дизель, 1.56 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_citroen_c4_40036200.html
Новий Nissan X-Trail 2025,43 816 $,Без пробігу,Редуктор,,"Гібрид (HEV), 1.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-x-trail-2067793.html
Новий MG HS 2025,31 684 $,Без пробігу,Гібридна,,"Гібрид (HEV), 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2066852.html
Новий MG ZS 2025,26 803 $,Без пробігу,Автомат,,"Гібрид (HEV), 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-zs-2066844.html
Новий MG ZS 2025,18 840 $,Без пробігу,Механічна,,"Бензин, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-zs-2041997.html
Новий MG Cyberster 2026,66 631 $,Без пробігу,,443 км,"Електро, 77 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-cyberster-2058479.html
Nissan Leaf 2012,4 800 $,103 тис. км,,100 км,"Електро, 24 кВт·год",Східниця,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_leaf_37632900.html
Citroen Grand C4 Picasso 2017,13 499 $,144 тис. км,Автомат,,"Дизель, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_citroen_grand-c4-picasso_40034982.html
Nissan Murano 2010,10 300 $,245 тис. км,Автомат,,"Дизель, 2.49 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_murano_39916328.html
