name,price,mileage,transmission,range_km,fuel,city,road_accident,link
Audi A4 2023,35 500 $,1 тис. км,Автомат,,"Бензин, 1.98 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_audi_a4_37686858.html
BMW X5 2012,15 500 $,323 тис. км,Автомат,,"Дизель, 2.99 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_39695595.html
Opel Astra 2008,5 499 $,160 тис. км,Ручна / Механіка,,"Дизель, 1.69 л",Запоріжжя,Не був у ДТП,https://auto.ria.com/uk/auto_opel_astra_39913927.html
ВАЗ / Lada 2109 2004,2 150 $,150 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.5 л",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_vaz-lada_2109_39971227.html
Renault Master 2023,24 900 $,179 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_39971195.html
Honda GL 1500 Gold Wing 1990,6 500 $,44 тис. км,Ручна / Механіка,,"Бензин, 1520 см³",Черкаси,Не був у ДТП,https://auto.ria.com/uk/auto_honda_gl-1500-gold-wing_36230222.html
Citroen Berlingo 2021,15 950 $,188 тис. км,Ручна / Механіка,,"Дизель, 1.5 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_citroen_berlingo_39867370.html
Skoda Octavia 2013,9 900 $,197 тис. км,Автомат,,"Бензин, 1.8 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_skoda_octavia_39966712.html
Mercedes-Benz G-Class 2017,102 000 $,36 тис. км,Типтронік,,"Бензин, 5.46 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_g-class_39963922.html
Volkswagen Passat 2013,12 000 $,190 тис. км,Автомат,,"Бензин, 2.48 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_volkswagen_passat_39963607.html
Audi A4 2022,35 700 $,33 тис. км,Робот,,"Дизель, 1.97 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_audi_a4_39117908.html
Audi S6 2019,53 000 $,63 тис. км,Автомат,,"Гібрид, 2.97 л",Кременчук,Не був у ДТП,https://auto.ria.com/uk/auto_audi_s6_39963144.html
Lexus LX 2019,87 000 $,124 тис. км,Автомат,,"Газ/Бензин, 5.66 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_lexus_lx_39962402.html
Lexus LX 2023,250 000 $,6 тис. км,Типтронік,,"Дизель, 3.35 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_lexus_lx_39962385.html
Audi A1 2010,9 500 $,102 тис. км,Ручна / Механіка,,"Бензин, 1.39 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_audi_a1_39961382.html
Mercedes-Benz CLS-Class 2018,43 900 $,135 тис. км,Не вказано,,"Гібрид, 3 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_cls-class_39685503.html
Chevrolet Epica 2007,5 000 $,160 тис. км,Автомат,,"Газ/Бензин, 2.5 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_chevrolet_epica_39820837.html
Volkswagen e-Golf 2020,15 500 $,57 тис. км,,Не вказано,"Електро, 35.8 кВт·год",Ужгород,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_e-golf_39960567.html
Volkswagen Tiguan 2017,13 950 $,110 тис. км,Автомат,,"Бензин, 1.98 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_volkswagen_tiguan_39816453.html
Jaguar I-Pace 2020,35 600 $,46 тис. км,,460 км,"Електро, 90 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_jaguar_i-pace_39960191.html
BMW 5 Series 2014,17 300 $,152 тис. км,Автомат,,"Дизель, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_5-series_39647918.html
Hyundai Santa FE 2019,25 800 $,160 тис. км,Автомат,,"Дизель, 2.2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_santa-fe_39841967.html
Smart Fortwo 2004,2 700 $,149 тис. км,Автомат,,"Бензин, 0.7 л",Тальне,Не був у ДТП,https://auto.ria.com/uk/auto_smart_fortwo_39959618.html
Haval H6 2021,21 300 $,73 тис. км,Автомат,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_haval_h6_39959352.html
Renault Master 2020,26 900 $,226 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_39822383.html
Ford Fiesta 2014,6 800 $,155 тис. км,Автомат,,"Бензин, 1.6 л",Вишгород,Був у ДТП,https://auto.ria.com/uk/auto_ford_fiesta_39816967.html
Volkswagen Touareg 2021,50 500 $,67 тис. км,Автомат,,"Дизель, 2.97 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_touareg_39693114.html
BMW 3 Series 2021,47 500 $,66 тис. км,Автомат,,"Бензин, 3 л",Львів (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_bmw_3-series_39284103.html
Ford Focus 2010,6 000 $,260 тис. км,Ручна / Механіка,,"Дизель, 1.6 л",Чернівці (Чернівецька),Не був у ДТП,https://auto.ria.com/uk/auto_ford_focus_32390574.html
Mitsubishi Outlander 2016,26 000 $,160 тис. км,Автомат,,Газ/Бензин,Київ,Був у ДТП,https://auto.ria.com/uk/auto_mitsubishi_outlander_39814177.html
Land Rover Range Rover 2020,69 900 $,53 тис. км,Автомат,,"Гібрид (MHEV), 3 л",Чернівці (Чернівецька),Був у ДТП,https://auto.ria.com/uk/auto_land-rover_range-rover_39953807.html
Opel Zafira 2009,6 500 $,175 тис. км,Ручна / Механіка,,"Бензин, 1.6 л",Охтирка,Не був у ДТП,https://auto.ria.com/uk/auto_opel_zafira_39953465.html
Tesla Model 3 2019,15 499 $,150 тис. км,,420 км,"Електро, 75 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_39953226.html
Linder 355 Sportsman 2025,4 283 $,Без пробігу,Не вказано,,Не вказано,Київ,Не був у ДТП,https://auto.ria.com/uk/auto_linder_355-sportsman_38966246.html
Volvo XC40 2020,24 999 $,185 тис. км,Автомат,,"Дизель, 1.97 л",Кропивницький (Кіровоград),Не був у ДТП,https://auto.ria.com/uk/auto_volvo_xc40_39950322.html
BMW 5 Series 1989,2 212 $,300 тис. км,Ручна / Механіка,,"Газ/Бензин, 2 л",Миколаїв (Миколаївська),Не був у ДТП,https://auto.ria.com/uk/auto_bmw_5-series_39949083.html
Mercedes-Benz C-Class 2018,27 500 $,77 тис. км,Автомат,,"Дизель, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_c-class_39948730.html
Chery Tiggo 2 2019,8 000 $,76 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.5 л",Гайсин,Не був у ДТП,https://auto.ria.com/uk/auto_chery_tiggo-2_39529033.html
Volkswagen Transporter 2010,14 000 $,353 тис. км,Ручна / Механіка,,"Дизель, 1.97 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_39810117.html
Cupra Formentor 2024,39 500 $,22 тис. км,Робот,,"Бензин, 1.98 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_cupra_formentor_39946107.html
Honda Accord 2006,6 200 $,320 тис. км,Автомат,,"Газ/Бензин, 2 л",Жмеринка,Був у ДТП,https://auto.ria.com/uk/auto_honda_accord_39802089.html
SsangYong Actyon 2008,6 200 $,269 тис. км,Ручна / Механіка,,"Газ/Бензин, 2.3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_ssangyong_actyon_39790190.html
Volkswagen Golf 1999,2 600 $,320 тис. км,Ручна / Механіка,,"Бензин, 1.39 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_golf_39665401.html
Volvo C40 Recharge 2023,25 700 $,83 тис. км,,508 км,"Електро, 82 кВт·год",Рівне (Рівненська),Був у ДТП,https://auto.ria.com/uk/auto_volvo_c40-recharge_38646273.html
Volkswagen Polo 2017,7 400 $,185 тис. км,Ручна / Механіка,,"Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_polo_39940787.html
Inter Cars NW 2013,22 000 $,1 тис. км,Не вказано,,Не вказано,Березанка,Не був у ДТП,https://auto.ria.com/uk/auto_inter-cars_nw_39796751.html
Renault Master 2024,26 900 $,132 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_39219866.html
Mercedes-Benz GLB-Class 2021,31 000 $,56 тис. км,Автомат,,"Бензин, 2 л",Одеса,Був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_glb-class_39328407.html
Nissan Qashqai 2016,14 950 $,119 тис. км,Автомат,,"Бензин, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_qashqai_39893839.html
Mazda 6 2015,13 000 $,140 тис. км,Автомат,,"Бензин, 2 л",Кривий Ріг,Не був у ДТП,https://auto.ria.com/uk/auto_mazda_6_39501768.html
BMW X5 2010,18 800 $,273 тис. км,Автомат,,"Дизель, 2.99 л",Чернівці (Чернівецька),Був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_39936046.html
Audi A4 2006,5 650 $,250 тис. км,Ручна / Механіка,,"Бензин, 1.6 л",Володимир,Не був у ДТП,https://auto.ria.com/uk/auto_audi_a4_39936900.html
Ford Mustang Mach-E 2022,24 500 $,65 тис. км,,Не вказано,Електро,Чорноморськ (Іллічівськ),Був у ДТП,https://auto.ria.com/uk/auto_ford_mustang-mach-e_38229886.html
Volkswagen Touareg 2004,8 900 $,190 тис. км,Автомат,,"Бензин, 3.2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_touareg_39935784.html
Kia Optima 2016,9 100 $,147 тис. км,Автомат,,"Бензин, 2.4 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_kia_optima_39933541.html
Renault Kangoo 2005,2 500 $,270 тис. км,Ручна / Механіка,,Бензин,Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_renault_kangoo_39932416.html
Peugeot 508 2012,9 400 $,205 тис. км,Автомат,,"Дизель, 2 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_peugeot_508_39928934.html
Nissan Murano 2021,18 250 $,109 тис. км,Автомат,,"Газ/Бензин, 3.5 л",Івано-Франківськ,Був у ДТП,https://auto.ria.com/uk/auto_nissan_murano_39445301.html
Skoda Superb 2016,19 300 $,122 тис. км,Автомат,,"Дизель, 1.97 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_skoda_superb_39488467.html
BMW 7 Series 2019,60 800 $,218 тис. км,Автомат,,"Дизель, 2.99 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_7-series_39786553.html
Mercedes-Benz S-Class 2015,34 500 $,139 тис. км,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39924095.html
Volkswagen Touareg 2015,24 500 $,238 тис. км,Автомат,,"Дизель, 2.97 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_touareg_39923775.html
BMW X3 2020,33 800 $,118 тис. км,Автомат,,"Бензин, 2 л",Хмельницький,Був у ДТП,https://auto.ria.com/uk/auto_bmw_x3_39074832.html
Renault Master 2021,27 900 $,359 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_39785700.html
Skoda Octavia 2010,8 150 $,231 тис. км,Автомат,,"Дизель, 2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_skoda_octavia_39793404.html
BMW 5 Series 2017,29 999 $,155 тис. км,Автомат,,"Дизель, 2.99 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_5-series_39920372.html
SsangYong Rexton 2013,11 000 $,248 тис. км,Автомат,,"Дизель, 2.7 л",Ставище (Київська),Не був у ДТП,https://auto.ria.com/uk/auto_ssangyong_rexton_39920379.html
Renault Trafic 2016,13 600 $,208 тис. км,Не вказано,,"Дизель, 1.6 л",Жовті Води,Не був у ДТП,https://auto.ria.com/uk/auto_renault_trafic_39920265.html
Fiat Doblo 2012,4 999 $,298 тис. км,Ручна / Механіка,,"Дизель, 1.3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_fiat_doblo_39746751.html
Audi Q7 2017,32 000 $,224 тис. км,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q7_38993527.html
Mercedes-Benz eVito 2020,13 118 $,77 тис. км,,150 км,"Електро, 41 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_evito_39918900.html
Jaguar XE 2018,16 500 $,165 тис. км,Автомат,,"Бензин, 2 л",Львів (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_jaguar_xe_39918234.html
Hyundai Accent 2008,4 200 $,196 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.4 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_accent_39776794.html
Opel Astra 2012,5 900 $,253 тис. км,Ручна / Механіка,,"Дизель, 1.7 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_opel_astra_39917709.html
BMW X5 2019,59 900 $,139 тис. км,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_39915833.html
Volkswagen Golf 2010,6 700 $,287 тис. км,Ручна / Механіка,,"Дизель, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_golf_39771465.html
Mercedes-Benz S-Class 2015,38 000 $,100 тис. км,Автомат,,"Бензин, 4.66 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39912543.html
Volkswagen Passat 2013,9 600 $,280 тис. км,Автомат,,"Бензин, 2.48 л",Суми,Був у ДТП,https://auto.ria.com/uk/auto_volkswagen_passat_39911729.html
Cadillac XT6 2022,35 500 $,59 тис. км,Автомат,,"Бензин, 3.65 л",Богородчани,Був у ДТП,https://auto.ria.com/uk/auto_cadillac_xt6_39910669.html
Honda Accord 2008,11 000 $,84 тис. км,Типтронік,,"Бензин, 2.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_honda_accord_19090138.html
Cadillac Lyriq 2024,44 200 $,14 тис. км,,550 км,"Електро, 102 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_cadillac_lyriq_39766815.html
Opel Combo 2009,3 300 $,366 тис. км,Ручна / Механіка,,"Дизель, 1.25 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_opel_combo_39907935.html
Audi A7 Sportback 2013,16 500 $,126 тис. км,Автомат,,"Бензин, 3 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_audi_a7-sportback_39763144.html
Hyundai Accent 2017,8 700 $,124 тис. км,Автомат,,"Бензин, 1.59 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_hyundai_accent_39776441.html
Porsche Cayenne 2016,34 500 $,140 тис. км,Автомат,,"Дизель, 2.97 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_porsche_cayenne_39407456.html
BMW X7 2022,78 300 $,122 тис. км,Автомат,,"Дизель, 2.99 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x7_39502796.html
Lexus GX 2017,31 999 $,105 тис. км,Автомат,,"Бензин, 4.61 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_lexus_gx_39684309.html
Jaguar XF 2012,9 999 $,248 тис. км,Автомат,,"Дизель, 3 л",Стрий,Не був у ДТП,https://auto.ria.com/uk/auto_jaguar_xf_39546372.html
DAF XF 106 2016,40 000 $,940 тис. км,Автомат,,Дизель,Глобине,Не був у ДТП,https://auto.ria.com/uk/auto_daf_xf-106_38889924.html
Dodge Journey 2018,14 299 $,102 тис. км,Автомат,,"Бензин, 3.6 л",Южноукраїнськ,Був у ДТП,https://auto.ria.com/uk/auto_dodge_journey_39734413.html
Новий Kia Tasman 2026,41 460 $,Без пробігу,Механічна,,"Дизель, 2.1 л",Рівне (Рівне),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-tasman-2072338.html
Новий Kia XCeed 2025,22 958 $,Без пробігу,Механічна,,"Бензин, 1 л",Рівне (Рівне),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-xceed-2038050.html
Новий Skoda Kodiaq 2025,49 534 $,Без пробігу,Роботизована,,"Бензин, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2061616.html
Новий MG Cyberster 2025,66 631 $,Без пробігу,,443 км,"Електро, 77 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-cyberster-2074163.html
Новий MG HS 2026,25 889 $,Без пробігу,Роботизована,,"Бензин, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2074166.html
Новий Mercedes-Benz GLS-Class 2025,138 875 $,Без пробігу,Автомат,,"Бензин, 3 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gls-class-2072889.html
Новий Mercedes-Benz C-Class 2026,64 551 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-c-class-2072572.html
Новий Mercedes-Benz E-Class 2026,132 541 $,Без пробігу,Автомат,,"Дизель, 3 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-e-class-2072571.html
Новий Mercedes-Benz GLC-Class Coupe 2025,92 088 $,Без пробігу,Автомат,,"Дизель, 2 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-glc-class-coupe-2059585.html
Новий Mercedes-Benz GLC-Class 2025,75 026 $,Без пробігу,Автомат,,"Дизель, 2 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-glc-class-2057840.html
Новий Mercedes-Benz EQS SUV 2023,141 638 $,Без пробігу,,507 км,"Електро, 108 кВт·год",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-eqs-suv-2047490.html
Новий Audi Q8 2025,111 458 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q8-2068791.html
Новий Audi RS Q8 2026,206 855 $,Без пробігу,Автомат,,"Гібрид (MHEV), 4 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-rs-q8-2067090.html
Kia Sportage 2016,15 499 $,113 тис. км,Автомат,,"Бензин, 2.36 л",Запоріжжя,Не був у ДТП,https://auto.ria.com/uk/auto_kia_sportage_39913583.html
Новий Kia XCeed 2025,22 960 $,Без пробігу,Механічна,,"Бензин, 1 л",Рівне (Рівне),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-xceed-2038188.html
Новий Citroen C5 Aircross 2025,28 925 $,Без пробігу,Автомат,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c5-aircross-2072714.html
Новий Citroen C5 Aircross 2026,35 160 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c5-aircross-2072692.html
Новий Citroen C5 Aircross 2025,28 469 $,Без пробігу,Автомат,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c5-aircross-2072690.html
Новий Citroen Berlingo 2026,27 529 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-berlingo-2070606.html
Новий Volkswagen ID.4 Crozz 2024,25 488 $,Без пробігу,,550 км,"Електро, 84.8 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-id-4-crozz-2030959.html
Новий Volkswagen Touareg 2026,66 953 $,Без пробігу,Автомат,,"Дизель, 3 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-touareg-2072732.html
Новий Volkswagen Tayron 2026,43 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2072696.html
Новий Volkswagen Tiguan 2025,50 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tiguan-2072652.html
Новий Volkswagen Touareg 2026,66 950 $,Без пробігу,Автомат,,"Дизель, 3 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-touareg-2072561.html
Новий Volkswagen Tayron 2025,48 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2072489.html
Новий Volkswagen Tayron 2025,51 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2072242.html
Новий Volkswagen Tayron 2025,51 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2072241.html
Новий Volkswagen Tiguan 2025,45 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tiguan-2072229.html
Новий Volkswagen Tayron 2026,43 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2068093.html
Новий Volkswagen Tayron 2025,48 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2067629.html
Новий Volkswagen Tayron 2025,48 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2058653.html
Новий Volkswagen Tayron 2025,51 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2058541.html
Новий Volkswagen Tayron 2025,51 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tayron-2058518.html
Новий SsangYong Torres 2025,30 606 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ssangyong-torres-2057850.html
Новий SsangYong Torres 2024,28 977 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ssangyong-torres-2065276.html
Новий Kia Sorento 2025,60 187 $,Без пробігу,Автомат,,"Дизель, 2.2 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sorento-2047902.html
Новий Mitsubishi Outlander 2025,35 444 $,Без пробігу,Варіатор,,"Бензин, 2.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-outlander-2068156.html
Новий Mitsubishi Outlander 2025,30 963 $,Без пробігу,Варіатор,,"Бензин, 2.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-outlander-2062039.html
Новий Mitsubishi Outlander 2025,38 564 $,Без пробігу,Варіатор,,"Бензин, 2.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-outlander-2055046.html
Новий MG MAXUS T60 2025,29 113 $,Без пробігу,Механічна,,"Дизель, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-maxus-t60-2038713.html
Новий Mitsubishi L 200 2025,49 019 $,Без пробігу,Автомат,,"Дизель, 2.4 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-l-200-2003415.html
Новий Lexus RX 2025,80 098 $,Без пробігу,Гібридна,,"Гібрид (HEV), 2.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-lexus-rx-2073351.html
Новий Jetour T2 2025,32 992 $,Без пробігу,Роботизована,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jetour-t2-2074146.html
Новий Skoda Kodiaq 2026,46 030 $,Без пробігу,Роботизована,,"Бензин, 2 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2067140.html
Новий BMW XM 2025,155 298 $,Без пробігу,Автомат,,"Гібрид (PHEV), 3 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-bmw-xm-2039495.html
Новий Fiat 600e 2024,30 004 $,Без пробігу,,591 км,"Електро, 54 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-fiat-600e-1982432.html
Новий BMW X5 2026,118 102 $,Без пробігу,Автомат,,"Дизель, 3 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-bmw-x5-2069490.html
Новий Jeep Avenger 2025,28 831 $,Без пробігу,Роботизована,,"Гібрид (HEV), 1.2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jeep-avenger-2066921.html
Hyundai Sonata 2011,8 000 $,290 тис. км,Автомат,,"Газ/Бензин, 2.36 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_sonata_40039314.html
Новий Opel Combo 2025,28 666 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Полтава,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-opel-combo-2060253.html
Новий Zeekr 7X 2026,58 000 $,Без пробігу,,715 км,"Електро, 103 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-zeekr-7x-2071117.html
Новий Skoda Kodiaq 2026,42 640 $,Без пробігу,Роботизована,,"Бензин, 2 л",Ужгород,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2063071.html
Новий Zeekr 7X 2026,58 000 $,Без пробігу,,715 км,"Електро, 103 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-zeekr-7x-2060906.html
Новий Mercedes-Benz E-Class 2025,95 018 $,Без пробігу,Автомат,,"Дизель, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-e-class-2066803.html
Новий Toyota C-HR 2026,44 802 $,Без пробігу,Варіатор,,"Гібрид (HEV), 2 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-toyota-c-hr-2066954.html
Новий Toyota Proace City 2026,25 593 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-toyota-proace-city-2072291.html
